ZdAId;ZdAVersion;ZdACreated;ZdAChanged;ZdAName;ZdAXEpsg2154;ZdAYEpsg2154;ZdCId;ZdAType;ZdAPostalRegion;ZdATown,
44911;1338069-1338068;2014-12-29T01:00:00+01:00;2021-10-22T13:51:38+02:00;Sully - Morland;653168;6861433;71201;metroStation;75104;Paris 4e,
44643;44643-71977;2014-12-29T16:31:51+01:00;2021-10-22T13:51:33+02:00;Riquet;654075;6865528;71977;metroStation;75119;Paris 19e,
42419;1034768-71167;2014-12-29T01:00:00+01:00;2021-10-22T13:51:19+02:00;Cambronne;648844;6861056;71167;metroStation;75115;Paris 15e,
42585;1035021-71469;2014-12-29T01:00:00+01:00;2021-10-22T13:51:17+02:00;Château Rouge;652297;6865435;71469;metroStation;75118;Paris 18e,
45020;45020-71315;2014-12-29T16:31:51+01:00;2021-10-22T13:51:08+02:00;Victor Hugo;647615;6863555;71315;metroStation;75116;Paris 16e,
44316;44316-657728;2014-12-29T16:31:51+01:00;2021-10-22T13:51:06+02:00;Pernety;649964;6859556;412687;metroStation;75114;Paris 14e,
45676;1035205-71298;2014-12-29T01:00:00+01:00;2021-10-22T13:51:05+02:00;Concorde;650302;6863138;71298;metroStation;75108;Paris 8e,
42543;1034912-71141;2014-12-29T01:00:00+01:00;2021-10-22T13:51:01+02:00;Chardon Lagache;646199;6860810;71141;metroStation;75116;Paris 16e,
42381;1304850-1209693;2014-12-29T01:00:00+01:00;2021-10-22T13:50:59+02:00;Boulogne Pont de Saint-Cloud;643362;6860346;70721;metroStation;92012;Boulogne-Billancourt,
462375;999387-1338765;2018-09-25T02:00:00+02:00;2021-10-22T13:50:56+02:00;Havre-Caumartin;650677;6863941;482368;metroStation;75109;Paris 9e,
44481;44481-1244801;2014-12-29T16:31:51+01:00;2021-10-22T13:50:40+02:00;Pont de Sèvres;643511;6859122;70698;metroStation;92012;Boulogne-Billancourt,
44881;841099-841098;2014-12-29T01:00:00+01:00;2021-10-22T13:50:26+02:00;Saint-Paul (Le Marais);653108;6861878;71222;metroStation;75104;Paris 4e,
43785;43785-835928;2014-12-29T16:31:51+01:00;2021-10-22T13:50:12+02:00;Les Sablons;646603;6864832;425779;metroStation;92051;Neuilly-sur-Seine,
43498;43498-73656;2014-12-29T16:31:51+01:00;2021-10-22T13:39:49+02:00;Kléber;648157;6863717;73656;metroStation;75116;Paris 16e,
42972;42972-73617;2014-12-29T16:31:51+01:00;2021-10-22T13:39:19+02:00;Europe;650291;6864518;73617;metroStation;75108;Paris 8e,
43493;43493-71148;2014-12-29T16:31:51+01:00;2021-10-22T13:38:58+02:00;Jussieu;652655;6860869;71148;metroStation;75105;Paris 5e,
42889;1306922-70522;2014-12-29T01:00:00+01:00;2021-10-22T13:38:40+02:00;Ecole Vétérinaire de Maisons-Alfort;657582;6857347;70522;metroStation;94046;Maisons-Alfort,
42531;1332134-1332133;2014-12-29T01:00:00+01:00;2021-10-22T13:38:12+02:00;Champs-Élysées - Clemenceau;649689;6863279;71305;metroStation;75108;Paris 8e,
42334;1034598-71034;2014-12-29T01:00:00+01:00;2021-10-22T13:38:06+02:00;Billancourt;644058;6859361;71034;metroStation;92012;Boulogne-Billancourt,
43823;43823-71407;2014-12-29T16:31:51+01:00;2021-10-22T13:38:03+02:00;Louis Blanc;653410;6864748;71407;metroStation;75110;Paris 10e,
43364;43364-72004;2014-12-29T16:31:51+01:00;2021-10-22T13:37:36+02:00;Hoche;656237;6865874;72004;metroStation;93055;Pantin,
44997;44997-71117;2014-12-29T16:31:51+01:00;2021-10-22T13:37:34+02:00;Vavin;650749;6860442;71117;metroStation;75106;Paris 6e,
44799;44799-71216;2014-12-29T16:31:51+01:00;2021-10-22T13:37:25+02:00;Saint-Germain-des-Prés;651128;6861715;71216;metroStation;75106;Paris 6e,
45120;45120-71202;2014-12-29T16:31:51+01:00;2021-10-22T13:37:21+02:00;Saint-Sulpice;650892;6861445;71202;metroStation;75106;Paris 6e,
473676;1244800-1244799;2019-03-19T01:00:00+01:00;2021-10-22T13:37:10+02:00;Pont de Levallois - Bécon;647230;6866596;72057;metroStation;92044;Levallois-Perret,
42732;1035155-71893;2014-12-29T01:00:00+01:00;2021-10-22T13:37:08+02:00;Colonel Fabien;653832;6864367;71893;metroStation;75110;Paris 10e,
43425;43425-71940;2014-12-29T16:31:51+01:00;2021-10-22T13:37:06+02:00;Jaurès;653856;6864888;71940;metroStation;75119;Paris 19e,
58717;58717-71227;2014-12-29T16:31:51+01:00;2021-10-22T13:36:52+02:00;Rue du Bac;650523;6861971;71227;metroStation;75107;Paris 7e,
44828;1338491-1338490;2014-12-29T01:00:00+01:00;2021-10-22T13:36:38+02:00;Sèvres - Babylone;650578;6861456;71203;metroStation;75107;Paris 7e,
45346;45346-71150;2014-12-29T16:31:51+01:00;2021-10-22T13:36:27+02:00;Javel;647018;6861033;71150;railStation;75115;Paris 15e,
462371;1095305-71150;2018-09-25T02:00:00+02:00;2021-10-22T13:36:27+02:00;Javel - André Citroën;647016;6860918;71150;metroStation;75115;Paris 15e,
42977;42977-71124;2014-12-29T16:31:51+01:00;2021-10-22T13:36:14+02:00;Exelmans;645670;6860538;71124;metroStation;75116;Paris 16e,
46307;1100343-1100344;2014-12-29T01:00:00+01:00;2021-10-22T12:59:36+02:00;Villeneuve-le-Roi;657820;6848994;69625;railStation;94077;Villeneuve-le-Roi,
46304;46304-69671;2014-12-29T16:31:51+01:00;2021-10-22T12:59:34+02:00;Villeneuve Triage;658726;6849535;69671;railStation;94078;Villeneuve-Saint-Georges,
43220;43220-73721;2014-12-29T16:31:51+01:00;2021-10-22T12:59:27+02:00;Versailles Château Rive Gauche;636107;6855889;73721;railStation;78646;Versailles,
43219;43219-63880;2014-12-29T16:31:51+01:00;2021-10-22T12:59:26+02:00;Versailles Chantiers;636451;6855367;63880;railStation;78646;Versailles,
43215;1274425-1274426;2014-12-29T01:00:00+01:00;2021-10-22T12:59:21+02:00;Vauboyen;640644;6851288;63454;railStation;91064;Bièvres,
47588;47588-1099896;2014-12-29T16:31:51+01:00;2021-10-22T12:59:19+02:00;Valmondois;641705;6888194;67107;railStation;95120;Butry-sur-Oise,
47922;1099760-1099761;2014-12-29T01:00:00+01:00;2021-10-22T12:59:16+02:00;Us;624819;6889348;67131;railStation;95625;Us,
47959;1119862-1119863;2014-12-29T01:00:00+01:00;2021-10-22T12:59:07+02:00;Tacoignières - Richebourg;602268;6859630;64194;railStation;78605;Tacoignières,
43202;1085830-1085831;2014-12-29T01:00:00+01:00;2021-10-22T12:58:44+02:00;Saint-Michel-sur-Orge;648922;6837494;60536;railStation;91570;Saint-Michel-sur-Orge,
45814;45814-62172;2014-12-29T16:31:51+01:00;2021-10-22T12:58:36+02:00;Saint-Fargeau;666252;6829520;62172;railStation;77407;Saint-Fargeau-Ponthierry,
43188;1085896-1085895;2014-12-29T01:00:00+01:00;2021-10-22T12:58:35+02:00;Sainte-Geneviève-des-Bois;649393;6839418;60785;railStation;91549;Sainte-Geneviève-des-Bois,
43180;1096400-1096399;2014-12-29T01:00:00+01:00;2021-10-22T12:53:13+02:00;Pierrelaye;638159;6880250;66491;railStation;95488;Pierrelaye,
43176;1092575-1092576;2014-12-29T01:00:00+01:00;2021-10-22T12:53:08+02:00;Pantin;656087;6866609;72421;railStation;93055;Pantin,
47530;1119783-1119784;2014-12-29T01:00:00+01:00;2021-10-22T12:53:00+02:00;Nointel - Mours;647448;6892799;67227;railStation;95452;Nointel,
47942;1095458-1095457;2014-12-29T01:00:00+01:00;2021-10-22T12:52:44+02:00;Mortcerf;693202;6854393;67805;railStation;77318;Mortcerf,
47325;1119758-1119759;2014-12-29T01:00:00+01:00;2021-10-22T12:52:40+02:00;Montry - Condé;687216;6865687;68582;railStation;77315;Montry,
43167;43167-63989;2014-12-29T16:31:51+01:00;2021-10-22T12:52:40+02:00;Montreuil;637780;6856543;63989;railStation;78646;Versailles,
43165;1098498-1098499;2014-12-29T01:00:00+01:00;2021-10-22T12:52:33+02:00;Monnerville;628320;6805799;59429;railStation;91414;Monnerville,
47585;1098524-1098525;2014-12-29T01:00:00+01:00;2021-10-22T12:52:28+02:00;Mériel;641948;6886726;67065;railStation;95392;Mériel,
43248;1106571-1106570;2014-12-29T01:00:00+01:00;2021-10-22T12:52:20+02:00;Marly-le-Roi;633730;6863879;64405;railStation;78372;Marly-le-Roi,
46965;1119725-1119727;2014-12-29T01:00:00+01:00;2021-10-22T12:52:16+02:00;Mantes Station;605958;6876729;65770;railStation;78361;Mantes-la-Jolie,
47528;1098249-1098250;2014-12-29T01:00:00+01:00;2021-10-22T12:52:08+02:00;Luzarches;657659;6890965;67177;railStation;95352;Luzarches,
43151;1098120-1098121;2014-12-29T01:00:00+01:00;2021-10-22T12:52:01+02:00;Limay;608321;6876757;65788;railStation;78335;Limay,
47969;47969-72177;2014-12-29T16:31:51+01:00;2021-10-22T12:51:57+02:00;Les Vallées;645558;6868440;72177;railStation;92025;Colombes,
47881;1097896-1097897;2014-12-29T01:00:00+01:00;2021-10-22T12:51:54+02:00;Les Mureaux;620487;6877509;65994;railStation;78440;Les Mureaux,
422065;999515-999517;2016-10-25T02:00:00+02:00;2021-10-22T12:51:48+02:00;Le Val d'Or;642516;6862086;422067;railStation;92064;Saint-Cloud,
47901;1119626-1119627;2014-12-29T01:00:00+01:00;2021-10-22T12:51:46+02:00;Le Raincy - Villemomble - Montfermeil;664293;6865536;73297;railStation;93077;Villemomble,
43231;845136-1096173;2014-12-29T01:00:00+01:00;2021-10-22T12:51:38+02:00;Le Bourget;657931;6870238;72641;railStation;93013;Le Bourget,
43144;1086011-1086012;2014-12-29T01:00:00+01:00;2021-10-22T12:51:28+02:00;La Grande-Paroisse;692365;6808708;61412;railStation;77210;La Grande-Paroisse,
47880;1095552-1095560;2014-12-29T01:00:00+01:00;2021-10-22T12:51:20+02:00;La Celle-Saint-Cloud;636753;6860631;64251;railStation;78126;La Celle-Saint-Cloud,
47484;1094973-1094984;2014-12-29T01:00:00+01:00;2021-10-22T12:51:11+02:00;Isles - Armentières - Congis;700576;6877606;69162;railStation;77231;Isles-les-Meldeuses,
43082;1270247-1270248;2014-12-29T01:00:00+01:00;2021-10-22T12:51:08+02:00;Houilles - Carrières-sur-Seine;640287;6869237;64741;railStation;78311;Houilles,
47934;47934-62667;2014-12-29T16:31:51+01:00;2021-10-22T12:50:37+02:00;Gravigny Balizy;649743;6843109;62667;railStation;91345;Longjumeau,
45860;1092506-1092507;2014-12-29T01:00:00+01:00;2021-10-22T12:40:51+02:00;Grand Bourg;658367;6838886;73627;railStation;91521;Ris-Orangis,
43072;43072-71135;2014-12-29T16:31:51+01:00;2021-10-22T12:40:40+02:00;Gare d'Austerlitz;653600;6860215;71135;railStation;75113;Paris 13e,
47770;1091899-1091900;2014-12-29T01:00:00+01:00;2021-10-22T12:40:40+02:00;Garches - Marnes-la-Coquette;640334;6860107;70713;railStation;92033;Garches,
43044;1091839-1091847;2014-12-29T01:00:00+01:00;2021-10-22T12:40:39+02:00;Gagny;665195;6864961;73278;railStation;93032;Gagny,
47906;1119595-1119596;2014-12-29T01:00:00+01:00;2021-10-22T12:40:28+02:00;Évry - Courcouronnes;657994;6836340;60450;railStation;91228;Evry-Courcouronnes,
47322;1088609-1088610;2014-12-29T01:00:00+01:00;2021-10-22T12:39:54+02:00;Esbly;686045;6867005;68653;railStation;77171;Esbly,
47882;1119580-1119581;2014-12-29T01:00:00+01:00;2021-10-22T12:39:45+02:00;Épône - Mézières;612804;6874374;65326;railStation;78217;Épône,
47596;1233836-1244784;2014-12-29T01:00:00+01:00;2021-10-22T12:39:44+02:00;Gare Épluches;635872;6884265;66915;railStation;95572;Saint-Ouen-l'Aumône,
43074;1119576-1119577;2014-12-29T01:00:00+01:00;2021-10-22T12:39:37+02:00;Émerainville - Pontault-Combault;671980;6856268;67897;railStation;77169;Émerainville,
43121;1085587-1106547;2014-12-29T01:00:00+01:00;2021-10-22T12:39:31+02:00;Dourdan;626820;6826406;59836;railStation;91200;Dourdan,
43120;1088321-1088320;2014-12-29T01:00:00+01:00;2021-10-22T12:39:29+02:00;Domont;651527;6881642;66654;railStation;95199;Domont,
47491;1091502-1091532;2014-12-29T01:00:00+01:00;2021-10-22T12:39:25+02:00;Crouy-sur-Ourcq;704577;6888008;69435;railStation;77148;Crouy-sur-Ourcq,
43112;1119562-1119563;2014-12-29T01:00:00+01:00;2021-10-22T12:39:08+02:00;Clichy - Levallois;648494;6866617;72073;railStation;92044;Levallois-Perret,
58879;1119560-1119561;2014-12-29T01:00:00+01:00;2021-10-22T12:38:59+02:00;Chelles - Gournay;669441;6863869;68407;railStation;77108;Chelles,
43108;43108-1089089;2014-12-29T16:31:51+01:00;2021-10-22T12:38:56+02:00;Chaville Rive Gauche;640467;6856429;73718;railStation;92022;Chaville,
43241;43241-69503;2014-12-29T16:31:51+01:00;2021-10-22T12:38:55+02:00;Chaville Rive Droite;640415;6857298;69503;railStation;92022;Chaville,
47928;1119550-1274415;2014-12-29T01:00:00+01:00;2021-10-22T12:38:52+02:00;Changis - Saint-Jean;701910;6873246;68980;railStation;77084;Changis-sur-Marne,
43106;1088898-1088837;2014-12-29T01:00:00+01:00;2021-10-22T12:38:50+02:00;Champagne-sur-Seine;685118;6811905;61537;railStation;77079;Champagne-sur-Seine,
43105;43105-65752;2014-12-29T16:31:51+01:00;2021-10-22T12:38:41+02:00;Cernay;645619;6876391;65752;railStation;95219;Ermont,
43104;43104-841013;2014-12-29T16:31:51+01:00;2021-10-22T12:38:39+02:00;Cergy le Haut;627744;6883603;66834;railStation;95127;Cergy,
45453;45453-1108637;2014-12-29T16:31:51+01:00;2021-10-22T12:38:19+02:00;Boulainvilliers;646791;6862127;71229;railStation;75116;Paris 16e,
47654;1087754-1087693;2014-12-29T01:00:00+01:00;2021-10-22T12:38:09+02:00;Bois-le-Roi;677202;6819548;61727;railStation;77037;Bois-le-Roi,
46857;1087251-1087252;2014-12-29T01:00:00+01:00;2021-10-22T12:38:04+02:00;Beynes;617506;6862812;64338;railStation;78062;Beynes,
45419;1119612-634539;2014-12-29T01:00:00+01:00;2021-10-22T12:37:42+02:00;Avenue du Président Kennedy Maison de Radio France;647145;6861739;71212;railStation;75116;Paris 16e,
43070;1119538-1119539;2014-12-29T01:00:00+01:00;2021-10-22T12:37:37+02:00;Aubergenville Élisabethville;615734;6875324;65490;railStation;78029;Aubergenville,
43069;1119703-1119704;2014-12-29T01:00:00+01:00;2021-10-22T12:37:35+02:00;Asnières-sur-Seine;647457;6867558;72132;railStation;92004;Asnières-sur-Seine,
47917;1085135-1085141;2014-12-29T01:00:00+01:00;2021-10-22T12:37:30+02:00;Angerville;626139;6801719;59403;railStation;91016;Angerville,
45296;45296-1209933;2014-12-29T16:31:51+01:00;2021-10-15T21:32:57+02:00;Ponscarme;653613;6858614;479958;onstreetBus;75113;Paris 13e,
44277;44277-71561;2014-12-29T16:31:51+01:00;2021-10-15T21:23:42+02:00;Patay - Tolbiac;653833;6858807;71561;onstreetBus;75113;Paris 13e,
45271;45271-71031;2014-12-29T16:31:51+01:00;2021-10-15T21:12:17+02:00;Les Alpes;652973;6859285;71031;onstreetBus;75113;Paris 13e,
45266;45266-71057;2014-12-29T16:31:51+01:00;2021-10-15T21:00:42+02:00;Glacière - Arago;651932;6859622;71057;onstreetBus;75113;Paris 13e,
45261;1339085-1339084;2014-12-29T01:00:00+01:00;2021-10-15T20:26:36+02:00;Plaine de la Faluère;659208;6859522;71581;onstreetBus;75112;Paris 12e,
45211;45211-71638;2014-12-29T16:31:51+01:00;2021-10-15T20:03:59+02:00;Fabre d'Eglantine;655649;6860759;71638;onstreetBus;75112;Paris 12e,
473666;1101161-71751;2019-03-19T01:00:00+01:00;2021-10-15T17:39:17+02:00;Philippe Auguste;655243;6862154;71751;onstreetBus;75111;Paris 11e,
45179;1338963-1338964;2014-12-29T01:00:00+01:00;2021-10-15T17:05:22+02:00;Grange aux Belles - Juliette Dodu;653701;6864146;71872;onstreetBus;75110;Paris 10e,
45185;45185-71340;2014-12-29T16:31:51+01:00;2021-10-15T16:56:10+02:00;Faubourg Saint-Denis;652698;6864019;71340;onstreetBus;75110;Paris 10e,
45171;45171-71372;2014-12-29T16:31:51+01:00;2021-10-15T16:31:05+02:00;La Bruyère;651018;6864632;71372;onstreetBus;75109;Paris 9e,
473769;1102888-71403;2019-03-19T01:00:00+01:00;2021-10-15T14:42:22+02:00;Villiers;649807;6864839;71403;onstreetBus;75117;Paris 17e,
43365;43365-71354;2014-12-29T16:31:51+01:00;2021-10-15T14:20:11+02:00;Hoche - Saint-Honoré;648763;6864295;71354;onstreetBus;75108;Paris 8e,
42394;42394-71194;2014-12-29T16:31:51+01:00;2021-10-15T12:20:40+02:00;Breteuil / El Salvador;649450;6861462;71194;onstreetBus;75107;Paris 7e,
463899;1035459-1347695;2019-02-22T01:00:00+01:00;2021-10-15T12:19:51+02:00;École Militaire;649054;6861823;71224;onstreetBus;75107;Paris 7e,
58753;58753-841015;2014-12-29T16:31:51+01:00;2021-10-15T12:17:27+02:00;Hôpital des Enfants Malades;649794;6860945;71159;onstreetBus;75115;Paris 15e,
45141;45141-1206903;2014-12-29T16:31:51+01:00;2021-10-15T12:16:09+02:00;Duquesne - Lowendal;649259;6861631;71207;onstreetBus;75107;Paris 7e,
44483;1338181-1338180;2014-12-29T01:00:00+01:00;2021-10-15T12:00:56+02:00;Pont des Arts - Quai de Conti;651402;6862157;71239;onstreetBus;75106;Paris 6e,
45114;45114-1338150;2014-12-29T16:31:51+01:00;2021-10-15T11:43:50+02:00;Fleurus;650849;6860993;71160;onstreetBus;75106;Paris 6e,
44981;44981-71114;2014-12-29T16:31:51+01:00;2021-10-15T11:42:41+02:00;Val de Grâce;651407;6860432;71114;onstreetBus;75106;Paris 6e,
473750;1102638-1338068;2019-03-19T01:00:00+01:00;2021-10-14T20:34:04+02:00;Sully - Morland;653198;6861405;71201;onstreetBus;75104;Paris 4e,
44214;1337991-1337990;2014-12-29T01:00:00+01:00;2021-10-14T20:05:08+02:00;Oberkampf - Filles du Calvaire;653558;6862654;71277;onstreetBus;75111;Paris 11e,
470537;1071997-71326;2019-03-06T01:00:00+01:00;2021-10-14T19:47:51+02:00;Grands Boulevards;651851;6863653;71326;onstreetBus;75102;Paris 2e,
45600;45600-1337903;2014-12-29T16:31:51+01:00;2021-10-14T19:12:19+02:00;Flandre;654456;6866009;482790;onstreetBus;75119;Paris 19e,
46091;46091-1337632;2014-12-29T16:31:51+01:00;2021-10-14T12:22:27+02:00;Federico Garcia Lorca;654107;6869760;482784;onstreetBus;93066;Saint-Denis,
51691;1337597-1337595;2014-12-29T01:00:00+01:00;2021-10-14T12:11:01+02:00;Collège;649487;6845320;63012;onstreetBus;91161;Chilly-Mazarin,
46305;46305-69556;2014-12-29T16:31:51+01:00;2021-10-13T19:46:04+02:00;Raoul Delattre;658567;6847642;69556;onstreetBus;94077;Villeneuve-le-Roi,
55240;55240-61909;2014-12-29T16:31:51+01:00;2021-10-13T18:00:11+02:00;Caporal Petit;663965;6825189;61909;onstreetBus;77407;Saint-Fargeau-Ponthierry,
55269;55269-61778;2014-12-29T16:31:51+01:00;2021-10-13T17:55:15+02:00;Grandes Haies;666772;6821979;61778;onstreetBus;77435;Saint-Sauveur-sur-École,
44204;44204-1237224;2014-12-29T16:31:51+01:00;2021-10-13T17:54:25+02:00;Notre Dame;674904;6826231;480644;onstreetBus;77288;Melun,
52767;52767-70000;2014-12-29T16:31:51+01:00;2021-10-13T17:01:36+02:00;Cité Balzac;656280;6853307;70000;onstreetBus;94081;Vitry-sur-Seine,
50948;50948-807570;2014-12-29T16:31:51+01:00;2021-10-13T14:07:26+02:00;Chemin des Petits Marais;648654;6872046;424836;onstreetBus;92036;Gennevilliers,
50531;50531-71956;2014-12-29T16:31:51+01:00;2021-10-13T14:05:17+02:00;Chemin de Bondy;661914;6865135;71956;onstreetBus;93064;Rosny-sous-Bois,
45326;45326-1209776;2014-12-29T16:31:51+01:00;2021-10-13T14:03:01+02:00;Chauvelot;648884;6858950;479937;onstreetBus;75115;Paris 15e,
470552;1072249-1108636;2019-03-06T01:00:00+01:00;2021-10-13T13:59:58+02:00;La Muette - Boulainvilliers;646784;6862265;474150;onstreetBus;75116;Paris 16e,
57263;57263-71802;2014-12-29T16:31:51+01:00;2021-10-13T12:25:03+02:00;La Noue;658036;6863037;71802;onstreetBus;93048;Montreuil,
463418;1028401-1028416;2019-02-01T01:00:00+01:00;2021-10-12T14:25:08+02:00;Chambre de Commerce et d'Industrie;672789;6858501;463436;onstreetBus;77258;Lognes,
46279;46279-1335820;2014-12-29T16:31:51+01:00;2021-10-12T13:35:12+02:00;Cécile;658706;6856522;482776;onstreetBus;94046;Maisons-Alfort,
42452;42452-1335798;2014-12-29T16:31:51+01:00;2021-10-12T13:30:01+02:00;Caserne des Pompiers;648773;6870154;420660;onstreetBus;92036;Gennevilliers,
45169;1335746-71350;2014-12-29T01:00:00+01:00;2021-10-12T13:02:04+02:00;Saint-Georges - Châteaudun;651336;6864228;71350;onstreetBus;75109;Paris 9e,
47393;47393-1335628;2014-12-29T16:31:51+01:00;2021-10-11T19:58:17+02:00;Nieuport;643604;6863594;70822;onstreetBus;92073;Suresnes,
55104;55104-1300115;2014-12-29T16:31:51+01:00;2021-10-11T19:56:34+02:00;Pompiers;593103;6885179;66943;onstreetBus;78337;Limetz-Villez,
59036;1299687-1299688;2014-12-29T01:00:00+01:00;2021-10-11T19:51:41+02:00;Lycée Saint-Adjutor;587268;6888484;74125;onstreetBus;27681;Vernon,
43297;43297-66779;2014-12-29T16:31:51+01:00;2021-10-11T19:48:31+02:00;Gloton;596385;6883920;66779;onstreetBus;78057;Bennecourt,
422411;758189-758198;2016-05-04T13:33:07+02:00;2021-10-11T19:46:08+02:00;Eglise;594988;6883172;422412;onstreetBus;78057;Bennecourt,
59045;59045-74134;2014-12-29T16:31:51+01:00;2021-10-11T19:24:32+02:00;SNECMA;590213;6890809;74134;onstreetBus;27681;Vernon,
59044;59044-74133;2014-12-29T16:31:51+01:00;2021-10-11T19:24:21+02:00;La Grosse Borne;588414;6890019;74133;onstreetBus;27681;Vernon,
59031;1299434-1299450;2014-12-29T01:00:00+01:00;2021-10-11T19:23:58+02:00;Grand Val;591309;6887061;482332;onstreetBus;78320;Notre-Dame-de-la-Mer,
47861;47861-483053;2014-12-29T16:31:51+01:00;2021-10-11T19:23:52+02:00;Eglise;593952;6885556;412662;onstreetBus;78337;Limetz-Villez,
55102;55102-66809;2014-12-29T16:31:51+01:00;2021-10-11T19:23:50+02:00;Bois de Merville;593718;6883690;66809;onstreetBus;78337;Limetz-Villez,
473067;1086054-1086041;2019-03-10T01:00:00+01:00;2021-10-11T19:23:00+02:00;Gare de Bréval;593201;6872456;65051;onstreetBus;78107;Bréval,
55088;55088-66771;2014-12-29T16:31:51+01:00;2021-10-11T19:22:38+02:00;Zola;595675;6883388;66771;onstreetBus;78057;Bennecourt,
45058;45058-66752;2014-12-29T16:31:51+01:00;2021-10-11T19:22:36+02:00;Voie Jurée;594203;6883273;66752;onstreetBus;78057;Bennecourt,
44961;588582-588583;2014-12-29T01:00:00+01:00;2021-10-11T19:22:08+02:00;Tripleval;596974;6884517;66902;onstreetBus;78057;Bennecourt,
54318;54318-1232792;2014-12-29T16:31:51+01:00;2021-10-11T18:58:41+02:00;Pôle Lafarge;608370;6877253;65829;onstreetBus;78335;Limay,
54024;54024-64777;2014-12-29T16:31:51+01:00;2021-10-11T17:58:26+02:00;Croisement;610380;6870042;64777;onstreetBus;78281;Goussonville,
46906;46906-1463003;2014-12-29T16:31:51+01:00;2021-10-11T17:57:32+02:00;Parc Noir;624852;6876355;65721;onstreetBus;78642;Verneuil-sur-Seine,
54125;54125-66556;2014-12-29T16:31:51+01:00;2021-10-11T17:44:47+02:00;Ecole;621115;6881132;66556;onstreetBus;78609;Tessancourt-sur-Aubette,
54099;54099-65175;2014-12-29T16:31:51+01:00;2021-10-11T17:43:47+02:00;Chauffour;612006;6873367;65175;onstreetBus;78402;Mézières-sur-Seine,
54094;54094-66279;2014-12-29T16:31:51+01:00;2021-10-11T17:43:38+02:00;Hautes Groux;617811;6878901;66279;onstreetBus;78403;Mézy-sur-Seine,
54066;54066-65672;2014-12-29T16:31:51+01:00;2021-10-11T17:43:19+02:00;Becquerel;619117;6876185;65672;onstreetBus;78440;Les Mureaux,
58948;58948-74071;2014-12-29T16:31:51+01:00;2021-10-11T17:42:51+02:00;Place Rouget;620236;6877770;74071;onstreetBus;78440;Les Mureaux,
43963;43963-67248;2014-12-29T16:31:51+01:00;2021-10-11T17:42:42+02:00;Mairie;620374;6893653;67248;onstreetBus;95438;Moussy,
54051;54051-66402;2014-12-29T16:31:51+01:00;2021-10-11T17:42:18+02:00;Les Ibis;620605;6879637;66402;onstreetBus;78401;Meulan-en-Yvelines,
54049;1292893-1292897;2014-12-29T01:00:00+01:00;2021-10-11T17:42:11+02:00;Côte du Pavillon;620108;6879404;66379;onstreetBus;78401;Meulan-en-Yvelines,
54028;54028-66212;2014-12-29T16:31:51+01:00;2021-10-11T17:41:35+02:00;Chantereine;618755;6878563;66212;onstreetBus;78299;Hardricourt,
54029;54029-66315;2014-12-29T16:31:51+01:00;2021-10-11T17:41:34+02:00;Château;619048;6879051;66315;onstreetBus;78299;Hardricourt,
53987;53987-65433;2014-12-29T16:31:51+01:00;2021-10-11T17:40:20+02:00;Les Dolmens;614542;6875110;65433;onstreetBus;78217;Épône,
413547;591886-591880;2015-02-27T17:25:45+01:00;2021-10-11T17:40:08+02:00;Rue des Aulnes;622739;6883165;413545;onstreetBus;95170;Condécourt,
53973;53973-66736;2014-12-29T16:31:51+01:00;2021-10-11T17:40:07+02:00;Eglise;622614;6882824;66736;onstreetBus;95170;Condécourt,
44386;1282800-1282801;2014-12-29T01:00:00+01:00;2021-10-11T17:40:05+02:00;Place de la Mare;619113;6892215;67198;onstreetBus;95169;Commeny,
54257;54257-65798;2014-12-29T16:31:51+01:00;2021-10-11T16:58:47+02:00;Les Pins;623134;6876877;65798;onstreetBus;78642;Verneuil-sur-Seine,
54251;54251-65888;2014-12-29T16:31:51+01:00;2021-10-11T16:58:27+02:00;Gros Chêne;624034;6877205;65888;onstreetBus;78642;Verneuil-sur-Seine,
58965;1187277-1187278;2014-12-29T01:00:00+01:00;2021-10-11T16:57:32+02:00;Vernouillet Europe;625411;6875641;65537;onstreetBus;78643;Vernouillet,
54225;54225-65401;2014-12-29T16:31:51+01:00;2021-10-11T16:57:24+02:00;Gloriettes;625417;6874759;65401;onstreetBus;78643;Vernouillet,
54220;771963-771961;2014-12-29T01:00:00+01:00;2021-10-11T16:57:13+02:00;Agrippa d'Aubigné;624427;6873384;65193;onstreetBus;78643;Vernouillet,
54217;54217-65055;2014-12-29T16:31:51+01:00;2021-10-11T16:57:08+02:00;Chemin du Raidillon;625817;6872306;65055;onstreetBus;78672;Villennes-sur-Seine,
54212;54212-65000;2014-12-29T16:31:51+01:00;2021-10-11T16:57:04+02:00;Maternelle;625766;6871968;65000;onstreetBus;78672;Villennes-sur-Seine,
54203;54203-64895;2014-12-29T16:31:51+01:00;2021-10-11T16:56:52+02:00;Clémenceau;626703;6871032;64895;onstreetBus;78672;Villennes-sur-Seine,
44591;44591-1295281;2014-12-29T16:31:51+01:00;2021-10-11T16:55:28+02:00;Racine;628761;6869482;64757;onstreetBus;78498;Poissy,
43523;43523-64723;2014-12-29T16:31:51+01:00;2021-10-11T16:54:21+02:00;La Chapelle;625905;6869199;64723;onstreetBus;78466;Orgeval,
