"JOUR","CODE_STIF_TRNS","CODE_STIF_RES","CODE_STIF_ARRET","LIBELLE_ARRET","ID_REFA_LDA","CATEGORIE_TITRE","NB_VALD","Month","Year","Weekday","is_holiday"
2019-03-19,800,803,361,"INVALIDES",71274,"NAVIGO JOUR",5,"Mar",2019,"Tuesday",FALSE
2022-12-22,100,110,232,"DANUBE        ",71930,"IMAGINE R",187,"Dec",2022,"Thursday",FALSE
2022-10-23,100,110,505,"MALAK.ET.DOLET",70562,"NAVIGO",53,"Oct",2022,"Sunday",FALSE
2021-12-08,800,804,334,"GRAND-BOURG",73627,"TST",21,"Dec",2021,"Wednesday",FALSE
2017-12-18,100,110,359,"IENA",71294,"FGT",98,"Dec",2017,"Monday",FALSE
2022-07-21,100,110,671,"PONT DE SEVRES",70698,"AMETHYSTE",210,"Jul",2022,"Thursday",FALSE
2020-01-19,800,851,588,"NEMOURS-SAINT-PIERRE",61218,"FGT",21,"Jan",2020,"Sunday",FALSE
2021-02-09,100,110,659,"POISSONNIERE",71363,"AMETHYSTE",111,"Feb",2021,"Tuesday",FALSE
2022-11-15,800,853,239,"DOMONT",66654,"AMETHYSTE",44,"Nov",2022,"Tuesday",FALSE
2019-01-15,100,110,673,"PONT-MARIE (CITE DES ARTS)",71217,"NAVIGO JOUR",5,"Jan",2019,"Tuesday",FALSE
2018-06-03,100,110,74,"BILLANCOURT",71034,"NAVIGO",36,"Jun",2018,"Sunday",FALSE
2018-07-06,800,850,215,"COUILLY-SAINT-GERMAIN-QUINCY",68505,"IMAGINE R",21,"Jul",2018,"Friday",FALSE
2020-12-05,810,802,330,"GIF-SUR-YVETTE",62890,"NAVIGO",222,"Dec",2020,"Saturday",FALSE
2022-07-21,100,110,923,"WAGRAM        ",71423,"FGT",73,"Jul",2022,"Thursday",FALSE
2021-09-16,100,110,16,"ANATOLE FRANCE",71519,"AMETHYSTE",105,"Sep",2021,"Thursday",FALSE
2020-02-06,100,110,283,"FILLES DU CALVAIRE",71277,"FGT",113,"Feb",2020,"Thursday",FALSE
2018-05-20,800,853,823,"SAINT-LEU-LA-FORET",66452,"AMETHYSTE",16,"May",2018,"Sunday",FALSE
2017-02-18,100,110,232,"DANUBE",71930,"TST",46,"Feb",2017,"Saturday",FALSE
2020-06-17,100,110,12,"ECOLE VETERINAIRE DE MAISONS-ALFORT",70522,"TST",239,"Jun",2020,"Wednesday",FALSE
2021-02-26,100,110,780,"SAINT-SEBASTIEN FROISSART",71777,"NAVIGO JOUR",5,"Feb",2021,"Friday",FALSE
2020-05-02,800,805,1196,"ROSA PARKS",73798,"NAVIGO",5,"May",2020,"Saturday",FALSE
2020-05-27,800,803,540,"MEUDON-VAL-FLEURY",70412,"NAVIGO",15,"May",2020,"Wednesday",FALSE
2019-12-12,810,801,582,"NATION",71673,"NAVIGO",327,"Dec",2019,"Thursday",FALSE
2022-12-25,800,803,376,"JAVEL",71150,"IMAGINE R",100,"Dec",2022,"Sunday",TRUE
2017-07-12,100,110,686,"PORTE DE CHARENTON",71579,"NAVIGO",50,"Jul",2017,"Wednesday",FALSE
2022-03-08,100,110,84,"BOISSIERE",71301,"NAVIGO JOUR",9,"Mar",2022,"Tuesday",FALSE
2017-11-11,100,110,11,"ALEXANDRE DUMAS",71728,"TST",347,"Nov",2017,"Saturday",TRUE
2019-04-03,810,801,357,"HOUILLES-CARRIERES-SUR-SEINE",64741,"NAVIGO",115,"Apr",2019,"Wednesday",FALSE
2022-11-23,800,805,343,"HAUSSMANN-SAINT-LAZARE",71370,"TST",424,"Nov",2022,"Wednesday",FALSE
2020-07-28,100,110,152,"CHARLES DE GAULLE ETOILE",71347,"TST",417,"Jul",2020,"Tuesday",FALSE
2017-04-13,800,850,340,"GUERARD-LA-CELLE-SUR-MORIN",67924,"IMAGINE R",15,"Apr",2017,"Thursday",FALSE
2021-05-16,100,110,864,"TUILERIES",71284,"NAVIGO JOUR",5,"May",2021,"Sunday",FALSE
2021-04-04,100,110,499,"MAISONS-ALFORT-LES JUILLIOTTES",70358,"NON DEFINI",106,"Apr",2021,"Sunday",FALSE
2018-12-07,100,110,542,"MICHEL-ANGE-AUTEUIL",71206,"AMETHYSTE",151,"Dec",2018,"Friday",FALSE
2019-10-23,100,110,80,"BOBIGNY-PANTIN (RAYMOND QUENEAU)",72039,"NON DEFINI",282,"Oct",2019,"Wednesday",FALSE
2021-10-18,800,850,222,"CRECY-EN-BRIE-LA-CHAPELLE",68293,"NON DEFINI",5,"Oct",2021,"Monday",FALSE
2022-09-09,800,803,829,"ST MICHEL ORGE",60536,"AMETHYSTE",29,"Sep",2022,"Friday",FALSE
2022-01-13,100,110,47,"BALARD",71073,"NON DEFINI",782,"Jan",2022,"Thursday",FALSE
2021-04-21,800,850,267,"ESBLY",68653,"AMETHYSTE",17,"Apr",2021,"Wednesday",FALSE
2022-11-01,810,802,219,"COURCELLE-S-YV",62951,"IMAGINE R",164,"Nov",2022,"Tuesday",TRUE
2020-09-18,100,110,481,"LOUVRE-RIVOLI",73630,"AMETHYSTE",69,"Sep",2020,"Friday",FALSE
2018-05-15,800,851,880,"MORET-VENEUX-LES-SABLONS",61410,"NAVIGO",776,"May",2018,"Tuesday",FALSE
2022-09-07,800,803,540,"MEUDON VAL FLEU",70412,"AMETHYSTE",40,"Sep",2022,"Wednesday",FALSE
2021-08-04,810,801,306,"GARE DE LYON",73626,"NAVIGO JOUR",252,"Aug",2021,"Wednesday",FALSE
2023-03-29,800,854,455,"VALLEES",72177,"TST",265,"Mar",2023,"Wednesday",FALSE
2018-06-18,810,801,405,"LA VARENNE-CHENNEVIERES",72998,"AMETHYSTE",171,"Jun",2018,"Monday",FALSE
2019-10-12,100,110,441,"LEDRU-ROLLIN",71693,"NON DEFINI",112,"Oct",2019,"Saturday",FALSE
2020-10-22,800,803,179,"CHEMIN D'ANTONY",69682,"FGT",6,"Oct",2020,"Thursday",FALSE
2020-07-07,100,110,703,"PORTE D'ITALIE",70596,"NON DEFINI",158,"Jul",2020,"Tuesday",FALSE
2019-10-24,800,854,388,"JUZIERS",65988,"NAVIGO",5,"Oct",2019,"Thursday",FALSE
2022-04-13,100,110,671,"PONT DE SEVRES",70698,"AUTRE TITRE",1188,"Apr",2022,"Wednesday",FALSE
2019-02-28,800,852,872,"VANVES-MALAKOFF",70584,"NAVIGO",67,"Feb",2019,"Thursday",FALSE
2017-09-19,800,853,536,"MERIEL",67065,"TST",11,"Sep",2017,"Tuesday",FALSE
2019-07-13,800,853,595,"NOINTEL-MOURS",67227,"NAVIGO",29,"Jul",2019,"Saturday",FALSE
2018-10-31,810,802,327,"GENTILLY",70543,"AMETHYSTE",118,"Oct",2018,"Wednesday",FALSE
2021-09-27,800,854,33,"AUBERGENVILLE-ELISABETHVILLE",65490,"NAVIGO",29,"Sep",2021,"Monday",FALSE
2020-08-07,100,110,80,"BOBIGNY-PANTIN (RAYMOND QUENEAU)",72039,"AUTRE TITRE",60,"Aug",2020,"Friday",FALSE
2020-01-15,800,804,845,"SURVILLIERS-FOSSES",69450,"IMAGINE R",222,"Jan",2020,"Wednesday",FALSE
2020-05-26,800,853,390,"LA BARRE-ORMESSON",65360,"TST",39,"May",2020,"Tuesday",FALSE
2020-05-23,810,801,116,"BRY-SUR-MARNE",73166,"AMETHYSTE",22,"May",2020,"Saturday",FALSE
2019-04-23,100,110,199,"CONCORDE",71298,"FGT",153,"Apr",2019,"Tuesday",FALSE
2018-06-06,800,853,338,"GROSLAY",65749,"IMAGINE R",182,"Jun",2018,"Wednesday",FALSE
2017-11-24,100,110,144,"CHAMPS-ELYSEES-CLEMENCEAU",71305,"AUTRE TITRE",5,"Nov",2017,"Friday",FALSE
2020-11-13,100,110,781,"SAINT-SULPICE",71202,"TST",75,"Nov",2020,"Friday",FALSE
2017-12-04,810,801,660,"POISSY",64883,"NAVIGO",181,"Dec",2017,"Monday",FALSE
2018-08-03,800,804,48,"BALLANCOURT",59825,"AMETHYSTE",7,"Aug",2018,"Friday",FALSE
2021-04-23,100,110,604,"ODEON",73618,"NAVIGO JOUR",8,"Apr",2021,"Friday",FALSE
2022-09-20,100,110,709,"PRE-ST-GERVAIS",71911,"AMETHYSTE",51,"Sep",2022,"Tuesday",FALSE
2022-11-17,800,854,17,"ANDRESY",65542,"NAVIGO",12,"Nov",2022,"Thursday",FALSE
2019-10-02,800,853,338,"GROSLAY",65749,"NAVIGO",5,"Oct",2019,"Wednesday",FALSE
2018-02-22,800,853,239,"DOMONT",66654,"NAVIGO",33,"Feb",2018,"Thursday",FALSE
2020-07-19,800,803,254,"EGLY",60052,"NAVIGO JOUR",5,"Jul",2020,"Sunday",FALSE
2021-06-25,100,110,80,"BOBIGNY-PANTIN (RAYMOND QUENEAU)",72039,"NON DEFINI",778,"Jun",2021,"Friday",FALSE
2017-05-26,100,110,792,"SENTIER",73634,"IMAGINE R",970,"May",2017,"Friday",FALSE
2021-06-10,800,851,588,"NEMOURS-SAINT-PIERRE",61218,"IMAGINE R",144,"Jun",2021,"Thursday",FALSE
2023-03-24,100,110,694,"PTE DE PANTIN",71989,"FGT",535,"Mar",2023,"Friday",FALSE
2022-09-08,100,110,104,"BOURSE        ",73635,"NAVIGO JOUR",12,"Sep",2022,"Thursday",FALSE
2023-06-03,100,110,719,"QUATRE-SEPTEMB",71313,"AUTRE TITRE",285,"Jun",2023,"Saturday",FALSE
2022-07-26,100,110,180,"CHEMIN-VERT   ",73622,"NON DEFINI",114,"Jul",2022,"Tuesday",FALSE
2019-04-05,800,805,599,"NOISY-LE-SEC",72041,"NAVIGO",463,"Apr",2019,"Friday",FALSE
2020-07-15,100,110,779,"SAINT-PLACIDE",71184,"NAVIGO",34,"Jul",2020,"Wednesday",FALSE
2019-12-02,810,801,182,"CHESSY - MARNE-LA-VALLEE",68385,"TST",377,"Dec",2019,"Monday",FALSE
2020-01-21,100,110,481,"LOUVRE-RIVOLI",73630,"AMETHYSTE",154,"Jan",2020,"Tuesday",FALSE
2020-12-10,810,802,612,"ORSAY-VILLE",62892,"AMETHYSTE",36,"Dec",2020,"Thursday",FALSE
2021-01-25,800,853,260,"EPLUCHES",66915,"NON DEFINI",5,"Jan",2021,"Monday",FALSE
2022-10-20,800,853,68,"BESSANCOURT",66672,"NAVIGO",393,"Oct",2022,"Thursday",FALSE
2023-01-11,810,802,827,"SAINT-MICHEL",73620,"NAVIGO",125,"Jan",2023,"Wednesday",FALSE
2020-03-20,100,110,896,"VILLEJUIF-LEO LAGRANGE",70375,"NAVIGO",528,"Mar",2020,"Friday",FALSE
2021-01-23,100,110,759,"SAINT-AUGUSTIN",73690,"AMETHYSTE",63,"Jan",2021,"Saturday",FALSE
2021-01-26,100,110,555,"MONTGALLET",71631,"AUTRE TITRE",118,"Jan",2021,"Tuesday",FALSE
2018-09-23,810,802,77,"BLANC-MESNIL",72648,"FGT",205,"Sep",2018,"Sunday",FALSE
2021-04-26,800,803,3,"ABLON",69554,"IMAGINE R",159,"Apr",2021,"Monday",FALSE
2022-11-21,800,853,390,"BARRE ORMESSON",65360,"NAVIGO",66,"Nov",2022,"Monday",FALSE
2022-01-23,800,803,380,"JOUY-EN-JOSAS",63523,"NAVIGO JOUR",5,"Jan",2022,"Sunday",FALSE
2022-08-13,100,110,329,"GEORGE V      ",71328,"TST",337,"Aug",2022,"Saturday",FALSE
2021-10-25,100,110,224,"CRETEIL-PREFECTURE (HOTEL DE VILLE)",70021,"AMETHYSTE",475,"Oct",2021,"Monday",FALSE
2023-02-23,800,850,281,"FAREMOUTIERS",67917,"NON DEFINI",5,"Feb",2023,"Thursday",FALSE
2020-06-24,800,852,553,"MONTFORT-L'AMAURY-MERE",63955,"NAVIGO JOUR",5,"Jun",2020,"Wednesday",FALSE
2022-09-11,810,802,287,"FONTENAY-AUX-R",70133,"NAVIGO JOUR",5,"Sep",2022,"Sunday",FALSE
2021-04-24,810,801,87,"BOISSY-SAINT-LEGER",72881,"NAVIGO JOUR",9,"Apr",2021,"Saturday",FALSE
2022-10-30,810,801,580,"NANTERRE-VILLE",70940,"NAVIGO JOUR",14,"Oct",2022,"Sunday",FALSE
2022-01-10,800,804,277,"EVRY-COURCOURONNES",60450,"TST",1116,"Jan",2022,"Monday",FALSE
2018-06-08,100,110,180,"CHEMIN VERT",73622,"AMETHYSTE",97,"Jun",2018,"Friday",FALSE
2023-05-30,810,801,182,"M.L.V.CHESSY",68385,"TST",634,"May",2023,"Tuesday",FALSE
2017-06-02,810,802,796,"SEVRAN-LIVRY",73439,"AUTRE TITRE",75,"Jun",2017,"Friday",FALSE
2022-05-20,100,110,861,"TRINITE-D'ESTIENNE D'ORVES",71355,"NAVIGO JOUR",36,"May",2022,"Friday",FALSE
2020-06-25,800,850,817,"SAINTE-COLOMBE-SEPTVEILLES",61961,"FGT",5,"Jun",2020,"Thursday",FALSE
2021-10-05,100,110,717,"QUAI DE LA GARE",71597,"TST",222,"Oct",2021,"Tuesday",FALSE
2019-08-19,100,110,751,"RUE DE LA POMPE (AVENUE GEORGES MANDEL)",71292,"TST",285,"Aug",2019,"Monday",FALSE
2021-04-08,810,801,578,"NANTERRE-UNIVERSITE",70956,"AMETHYSTE",79,"Apr",2021,"Thursday",FALSE
2020-02-13,800,854,579,"NANTERRE-UNIVERSITE",70956,"FGT",13,"Feb",2020,"Thursday",FALSE
2022-11-01,100,110,781,"SAINT-SULPICE ",71202,"NON DEFINI",89,"Nov",2022,"Tuesday",TRUE
2018-07-10,810,802,621,"PARC DES EXPOSITIONS",73568,"AMETHYSTE",56,"Jul",2018,"Tuesday",FALSE
2020-03-12,800,853,198,"COMPANS",69136,"FGT",5,"Mar",2020,"Thursday",FALSE
2020-07-05,100,110,694,"PORTE DE PANTIN",71989,"NON DEFINI",228,"Jul",2020,"Sunday",FALSE
2021-03-30,800,804,924,"YERRES",63044,"NON DEFINI",53,"Mar",2021,"Tuesday",FALSE
2017-12-13,100,110,500,"MAISONS-ALFORT-STADE",70426,"FGT",130,"Dec",2017,"Wednesday",FALSE
2020-01-04,100,110,220,"COURONNES",71834,"NON DEFINI",22,"Jan",2020,"Saturday",FALSE
2018-08-11,800,853,875,"VAUCELLES",66520,"IMAGINE R",19,"Aug",2018,"Saturday",FALSE
2018-11-30,100,110,10,"ALESIA",71030,"NAVIGO",79,"Nov",2018,"Friday",FALSE
2019-04-22,800,852,720,"RAMBOUILLET",60665,"AMETHYSTE",64,"Apr",2019,"Monday",FALSE
2018-10-01,100,110,687,"PORTE DE CHOISY",70604,"AMETHYSTE",486,"Oct",2018,"Monday",FALSE
2019-09-17,810,802,827,"SAINT-MICHEL NOTRE DAME",73620,"AMETHYSTE",195,"Sep",2019,"Tuesday",FALSE
2019-08-21,800,804,396,"LA FERTE-ALAIS",59661,"AMETHYSTE",9,"Aug",2019,"Wednesday",FALSE
2023-02-17,810,802,404,"PLAINE STADE DE",72211,"AMETHYSTE",157,"Feb",2023,"Friday",FALSE
2020-12-27,800,803,474,"LONGJUMEAU",62977,"FGT",5,"Dec",2020,"Sunday",FALSE
2017-02-11,800,852,658,"PLAISIR-LES-CLAYES",64195,"AMETHYSTE",52,"Feb",2017,"Saturday",FALSE
2021-09-16,800,853,536,"MERIEL",67065,"NAVIGO",5,"Sep",2021,"Thursday",FALSE
2019-09-29,800,851,853,"THOMERY",61480,"TST",5,"Sep",2019,"Sunday",FALSE
2017-09-24,800,803,821,"SAINT-GRATIEN",65305,"TST",5,"Sep",2017,"Sunday",FALSE
2022-09-16,810,802,34,"COURNEUVE",72598,"NON DEFINI",31,"Sep",2022,"Friday",FALSE
2021-06-28,100,110,879,"VAVIN",71117,"TST",135,"Jun",2021,"Monday",FALSE
2020-08-06,800,853,875,"VAUCELLES",66520,"TST",18,"Aug",2020,"Thursday",FALSE
2018-08-02,100,110,907,"VILLIERS",71403,"IMAGINE R",1203,"Aug",2018,"Thursday",FALSE
2019-02-05,800,803,670,"PONT DE RUNGIS",69677,"TST",73,"Feb",2019,"Tuesday",FALSE
2022-02-01,800,805,620,"PANTIN",72421,"AMETHYSTE",86,"Feb",2022,"Tuesday",FALSE
2018-01-04,100,110,459,"LES GOBELINS",71076,"FGT",209,"Jan",2018,"Thursday",FALSE
2021-08-22,810,802,45,"BAGNEUX",70210,"NAVIGO",17,"Aug",2021,"Sunday",FALSE
2019-02-04,800,852,176,"CHAVILLE RIVE GAUCHE",73718,"IMAGINE R",311,"Feb",2019,"Monday",FALSE
2020-07-08,800,805,963,"EMERAINVILLE-PONTAULT-COMBAULT",67897,"AUTRE TITRE",5,"Jul",2020,"Wednesday",FALSE
2017-08-03,800,803,240,"DOURDAN",59836,"NAVIGO",304,"Aug",2017,"Thursday",FALSE
2019-05-25,100,110,1,"PORTE MAILLOT",71379,"AUTRE TITRE",5,"May",2019,"Saturday",FALSE
2022-10-26,100,110,466,"LIBERTE       ",71558,"AUTRE TITRE",716,"Oct",2022,"Wednesday",FALSE
2021-09-04,100,110,317,"GARE DE LYON",73626,"AMETHYSTE",380,"Sep",2021,"Saturday",FALSE
2022-12-09,100,110,500,"MAIS.ALF-STADE",70426,"AUTRE TITRE",782,"Dec",2022,"Friday",FALSE
2017-12-10,800,853,266,"ERMONT-EAUBONNE",65669,"NAVIGO",139,"Dec",2017,"Sunday",FALSE
2021-01-15,100,110,104,"BOURSE",73635,"FGT",116,"Jan",2021,"Friday",FALSE
2018-08-04,100,110,741,"ROBESPIERRE",71725,"TST",738,"Aug",2018,"Saturday",FALSE
2017-04-27,100,110,492,"MAIRIE DE MONTREUIL",71785,"TST",1429,"Apr",2017,"Thursday",FALSE
2021-09-07,100,110,348,"HOCHE",72004,"AMETHYSTE",330,"Sep",2021,"Tuesday",FALSE
2017-01-15,100,110,59,"BEL-AIR",73650,"FGT",78,"Jan",2017,"Sunday",FALSE
2022-01-01,810,802,905,"VILLEPINTE",73547,"TST",86,"Jan",2022,"Saturday",TRUE
2019-06-13,800,803,811,"SAINT-CHERON",59882,"NAVIGO",283,"Jun",2019,"Thursday",FALSE
2022-01-19,800,804,1159,"CRETEIL POMP",69950,"NAVIGO",104,"Jan",2022,"Wednesday",FALSE
2019-06-30,800,803,522,"MASSY-PALAISEAU",63244,"IMAGINE R",402,"Jun",2019,"Sunday",FALSE
2022-03-27,800,803,257,"EPINAY-SUR-ORGE",60915,"TST",136,"Mar",2022,"Sunday",FALSE
2019-08-01,100,110,1072,"CRETEIL-P. LAC",69884,"FGT",293,"Aug",2019,"Thursday",FALSE
2020-09-04,100,110,714,"PYRAMIDES",73788,"NAVIGO JOUR",25,"Sep",2020,"Friday",FALSE
2018-08-07,800,854,448,"LES CLAIRIERES-DE-VERNEUIL",65985,"IMAGINE R",20,"Aug",2018,"Tuesday",FALSE
2022-06-07,100,110,533,"MENILMONTANT",71815,"AMETHYSTE",703,"Jun",2022,"Tuesday",FALSE
2017-09-09,100,110,630,"PELLEPORT",71828,"NAVIGO",290,"Sep",2017,"Saturday",FALSE
2020-09-25,100,110,669,"PONT DE NEUILLY (AVENUE DE MADRID)",71442,"AMETHYSTE",201,"Sep",2020,"Friday",FALSE
2019-09-20,100,110,802,"SIMPLON",71556,"NAVIGO JOUR",5,"Sep",2019,"Friday",FALSE
2020-10-08,100,110,694,"PORTE DE PANTIN",71989,"AUTRE TITRE",278,"Oct",2020,"Thursday",FALSE
2020-10-28,800,850,529,"MEAUX",68963,"FGT",26,"Oct",2020,"Wednesday",FALSE
2022-06-06,100,110,544,"MICHEL-ANGE-MOLITOR",73658,"IMAGINE R",544,"Jun",2022,"Monday",TRUE
2020-03-15,810,801,378,"JOINVILLE-LE-PONT",70640,"NON DEFINI",98,"Mar",2020,"Sunday",FALSE
2020-02-09,800,850,475,"LONGUEVILLE",61858,"TST",5,"Feb",2020,"Sunday",FALSE
2020-09-07,100,110,674,"PONT-NEUF (LA MONNAIE)",71253,"AUTRE TITRE",58,"Sep",2020,"Monday",FALSE
2017-11-13,810,801,289,"FONTENAY-SOUS-BOIS",71630,"FGT",234,"Nov",2017,"Monday",FALSE
2018-02-12,800,803,185,"CHOISY-LE-ROI",69852,"FGT",626,"Feb",2018,"Monday",FALSE
2021-09-01,800,850,475,"LONGUEVILLE",61858,"TST",22,"Sep",2021,"Wednesday",FALSE
2018-03-21,810,802,616,"PALAISEAU",63175,"AMETHYSTE",51,"Mar",2018,"Wednesday",FALSE
2018-10-25,100,110,323,"GARIBALDI",72128,"TST",635,"Oct",2018,"Thursday",FALSE
2022-10-02,100,110,248,"EC.MILITAIRE  ",71224,"NAVIGO JOUR",50,"Oct",2022,"Sunday",FALSE
2023-04-22,810,801,202,"CONFLANS FO",73605,"TST",169,"Apr",2023,"Saturday",FALSE
2018-01-15,810,801,357,"HOUILLES-CARRIERES-SUR-SEINE",64741,"AUTRE TITRE",5,"Jan",2018,"Monday",FALSE
2022-09-06,100,110,372,"JASMIN        ",73657,"NON DEFINI",148,"Sep",2022,"Tuesday",FALSE
2020-10-22,100,110,476,"LOUIS BLANC",71407,"NAVIGO JOUR",5,"Oct",2020,"Thursday",FALSE
2023-06-04,800,803,41,"AVENUE FOCH",71321,"AMETHYSTE",5,"Jun",2023,"Sunday",FALSE
2021-11-12,800,853,710,"PRESLES-COURCELLES",67169,"NAVIGO",5,"Nov",2021,"Friday",FALSE
2023-05-11,800,852,658,"PLAISIR LES CL",64195,"AMETHYSTE",46,"May",2023,"Thursday",FALSE
2019-11-10,100,110,602,"OBERKAMPF",71803,"IMAGINE R",1047,"Nov",2019,"Sunday",FALSE
2017-04-07,100,110,121,"BUZENVAL",71697,"FGT",314,"Apr",2017,"Friday",FALSE
2023-02-09,100,110,779,"SAINT-PLACIDE",71184,"TST",431,"Feb",2023,"Thursday",FALSE
2021-06-04,800,854,391,"LA CELLE-SAINT-CLOUD",64251,"TST",95,"Jun",2021,"Friday",FALSE
2021-10-27,800,851,284,"FONTAINEBLEAU-AVON",61579,"AMETHYSTE",56,"Oct",2021,"Wednesday",FALSE
2020-09-11,100,110,173,"CHAUSSEE D'ANTIN (LA FAYETTE)",73689,"NON DEFINI",286,"Sep",2020,"Friday",FALSE
2017-11-15,100,110,150,"CHARENTON-ECOLES",70648,"NAVIGO",93,"Nov",2017,"Wednesday",FALSE
2021-12-25,800,854,157,"CHARS",67352,"TST",5,"Dec",2021,"Saturday",TRUE
2021-04-07,100,110,751,"RUE DE LA POMPE (AVENUE GEORGES MANDEL)",71292,"AMETHYSTE",142,"Apr",2021,"Wednesday",FALSE
2023-05-25,800,853,256,"ENGHIEN",65485,"NAVIGO",254,"May",2023,"Thursday",FALSE
2018-04-18,800,853,536,"MERIEL",67065,"IMAGINE R",30,"Apr",2018,"Wednesday",FALSE
2022-10-15,800,803,101,"BOURAY",59830,"FGT",12,"Oct",2022,"Saturday",FALSE
2017-01-05,100,110,691,"PORTE DE LA CHAPELLE",72064,"AMETHYSTE",263,"Jan",2017,"Thursday",FALSE
2020-08-26,810,802,839,"SAINT-REMY-LES-CHEVREUSE",62978,"NON DEFINI",22,"Aug",2020,"Wednesday",FALSE
2022-10-05,800,803,825,"ST MARTIN",59531,"FGT",6,"Oct",2022,"Wednesday",FALSE
2022-06-21,800,851,588,"NEMOURS-SAINT-PIERRE",61218,"AUTRE TITRE",5,"Jun",2022,"Tuesday",FALSE
2021-09-02,100,110,332,"GONCOURT (HOPITAL SAINT-LOUIS)",71840,"NON DEFINI",444,"Sep",2021,"Thursday",FALSE
2017-01-12,800,853,115,"BRUYERES-SUR-OISE",67325,"IMAGINE R",25,"Jan",2017,"Thursday",FALSE
2023-04-01,100,110,759,"SAINT-AUGUSTIN",73690,"NAVIGO JOUR",18,"Apr",2023,"Saturday",FALSE
2018-07-27,810,801,596,"NOISIEL",68153,"NAVIGO",203,"Jul",2018,"Friday",FALSE
2022-05-17,100,110,293,"FRANKLIN-D.ROOSEVELT",71318,"NAVIGO JOUR",90,"May",2022,"Tuesday",FALSE
2017-02-17,800,804,114,"BRUNOY",67476,"TST",341,"Feb",2017,"Friday",FALSE
2017-11-19,100,110,79,"BOBIGNY-PABLO PICASSO",72486,"TST",1210,"Nov",2017,"Sunday",FALSE
2017-02-28,800,803,31,"ATHIS-MONS",63134,"FGT",57,"Feb",2017,"Tuesday",FALSE
2023-05-14,800,854,24,"ARGENTEUIL",65063,"FGT",415,"May",2023,"Sunday",FALSE
2018-02-17,100,110,734,"REUILLY-DIDEROT",71654,"FGT",350,"Feb",2018,"Saturday",FALSE
2017-05-16,800,854,391,"LA CELLE-SAINT-CLOUD",64251,"AMETHYSTE",20,"May",2017,"Tuesday",FALSE
2021-10-06,100,110,695,"PORTE DE SAINT-CLOUD",71084,"AUTRE TITRE",787,"Oct",2021,"Wednesday",FALSE
2018-11-30,810,801,578,"NANTERRE-UNIVERSITE",70956,"TST",759,"Nov",2018,"Friday",FALSE
2017-08-12,800,804,909,"VILLIERS-LE-BEL-GONESSE-ARNOUVILLE",66009,"NAVIGO",63,"Aug",2017,"Saturday",FALSE
2021-08-28,100,110,764,"SAINT-FARGEAU",71860,"NON DEFINI",66,"Aug",2021,"Saturday",FALSE
2018-03-27,100,110,773,"SAINT-MARCEL",71092,"AMETHYSTE",183,"Mar",2018,"Tuesday",FALSE
2019-01-31,810,801,129,"CERGY-PREFECTURE",66696,"AUTRE TITRE",5,"Jan",2019,"Thursday",FALSE
2017-08-06,800,851,139,"CHAMPAGNE-SUR-SEINE",61537,"TST",24,"Aug",2017,"Sunday",FALSE
2020-12-07,800,852,553,"MONTFORT-L'AMAURY-MERE",63955,"FGT",5,"Dec",2020,"Monday",FALSE
2020-06-29,100,110,122,"CADET",71351,"NAVIGO",32,"Jun",2020,"Monday",FALSE
2021-03-24,100,110,459,"LES GOBELINS",71076,"NON DEFINI",252,"Mar",2021,"Wednesday",FALSE
2017-02-28,800,850,817,"SAINTE-COLOMBE-SEPTVEILLES",61961,"TST",5,"Feb",2017,"Tuesday",FALSE
2022-09-06,100,110,495,"MAIRIE D'ISSY ",70671,"AMETHYSTE",169,"Sep",2022,"Tuesday",FALSE
2021-10-20,100,110,701,"PORTE DE VERSAILLES",71045,"AUTRE TITRE",911,"Oct",2021,"Wednesday",FALSE
2021-12-20,100,110,223,"CRETEIL-L'ECHAT (HOPITAL MONDOR)",70269,"AMETHYSTE",209,"Dec",2021,"Monday",FALSE
2022-11-25,800,804,672,"PONTHIERRY",61976,"FGT",24,"Nov",2022,"Friday",FALSE
2021-11-23,800,852,553,"MONTFORT-L'AMAURY-MERE",63955,"NAVIGO JOUR",5,"Nov",2021,"Tuesday",FALSE
2018-08-10,800,850,222,"CRECY-EN-BRIE-LA-CHAPELLE",68293,"FGT",5,"Aug",2018,"Friday",FALSE
2020-09-11,100,110,694,"PORTE DE PANTIN",71989,"NON DEFINI",316,"Sep",2020,"Friday",FALSE
2017-11-03,800,804,106,"BOUTIGNY-SUR-ESSONNE",59565,"TST",5,"Nov",2017,"Friday",FALSE
2020-03-30,100,110,210,"CORENTIN-CELTON",70990,"NAVIGO",491,"Mar",2020,"Monday",FALSE
2021-08-14,800,853,239,"DOMONT",66654,"NAVIGO",5,"Aug",2021,"Saturday",FALSE
2021-08-05,100,110,228,"CROIX DE CHAVAUX (JACQUES DUCLOS)",71756,"NAVIGO",73,"Aug",2021,"Thursday",FALSE
2019-08-08,100,110,100,"BOULOGNE-PONT DE SAINT CLOUD",70721,"NAVIGO JOUR",5,"Aug",2019,"Thursday",FALSE
2022-03-16,100,110,642,"PIERRE CURIE",70537,"FGT",126,"Mar",2022,"Wednesday",FALSE
2023-06-11,810,802,429,"LE GUICHET",63025,"TST",59,"Jun",2023,"Sunday",FALSE
2018-04-21,800,851,139,"CHAMPAGNE-SUR-SEINE",61537,"NAVIGO",5,"Apr",2018,"Saturday",FALSE
