"JOUR","CODE_STIF_TRNS","CODE_STIF_RES","CODE_STIF_ARRET","LIBELLE_ARRET","ID_REFA_LDA","CATEGORIE_TITRE","NB_VALD","Month","Year","Weekday","is_holiday"
2020-03-15,810,801,589,"NEUILLY-PLAISANCE",73190,"FGT",244,"Mar",2020,"Sunday",FALSE
2022-12-16,800,853,875,"VAUCELLES",66520,"IMAGINE R",147,"Dec",2022,"Friday",FALSE
2022-04-12,800,853,133,"CERNAY",65752,"NON DEFINI",57,"Apr",2022,"Tuesday",FALSE
2017-04-23,100,110,12,"ECOLE VETERINAIRE DE MAISONS-ALFORT",70522,"AUTRE TITRE",101,"Apr",2017,"Sunday",FALSE
2019-03-24,810,802,327,"GENTILLY",70543,"NAVIGO JOUR",5,"Mar",2019,"Sunday",FALSE
2018-09-26,800,805,968,"LES YVRIS-NOISY-LE-GRAND",73096,"NAVIGO",817,"Sep",2018,"Wednesday",FALSE
2021-04-06,800,851,471,"LIVRY-SUR-SEINE",61826,"TST",5,"Apr",2021,"Tuesday",FALSE
2023-04-07,100,110,683,"PTE D'AUTEUIL",71169,"NAVIGO",15,"Apr",2023,"Friday",FALSE
2022-03-04,800,853,390,"LA BARRE-ORMESSON",65360,"TST",140,"Mar",2022,"Friday",FALSE
2019-01-22,100,110,721,"RAMBUTEAU",71273,"AUTRE TITRE",5,"Jan",2019,"Tuesday",FALSE
2023-05-17,100,110,519,"MARX DORMOY",71510,"AUTRE TITRE",698,"May",2023,"Wednesday",FALSE
2017-02-01,800,853,266,"ERMONT-EAUBONNE",65669,"AMETHYSTE",113,"Feb",2017,"Wednesday",FALSE
2018-05-03,100,110,716,"PYRENEES",71864,"NAVIGO JOUR",5,"May",2018,"Thursday",FALSE
2022-07-02,800,805,434,"RAINCY",73297,"FGT",223,"Jul",2022,"Saturday",FALSE
2017-07-07,800,803,474,"LONGJUMEAU",62977,"NAVIGO",5,"Jul",2017,"Friday",FALSE
2018-07-20,800,854,527,"MAURECOURT",65827,"FGT",14,"Jul",2018,"Friday",FALSE
2023-03-26,100,110,686,"PTE CHARENTON",71579,"NAVIGO",1465,"Mar",2023,"Sunday",FALSE
2021-01-14,800,804,334,"GRAND-BOURG",73627,"IMAGINE R",43,"Jan",2021,"Thursday",FALSE
2018-06-14,100,110,253,"EGLISE DE PANTIN",72024,"FGT",537,"Jun",2018,"Thursday",FALSE
2022-07-11,810,801,591,"NEUVILLE UNIVER",66436,"IMAGINE R",778,"Jul",2022,"Monday",FALSE
2020-07-28,810,801,439,"LE VESINET-LE PECQ",64582,"NON DEFINI",48,"Jul",2020,"Tuesday",FALSE
2020-07-12,100,110,218,"COURCELLES",71376,"NAVIGO",366,"Jul",2020,"Sunday",FALSE
2021-10-30,100,110,919,"VOLONTAIRES",71113,"AUTRE TITRE",390,"Oct",2021,"Saturday",FALSE
2020-09-20,100,110,496,"MAIRIE D'IVRY",70488,"NON DEFINI",234,"Sep",2020,"Sunday",FALSE
2021-11-13,800,851,922,"VULAINES-SUR-SEINE-SAMOREAU",61630,"FGT",5,"Nov",2021,"Saturday",FALSE
2022-11-28,100,110,250,"EDGAR QUINET  ",71108,"NON DEFINI",165,"Nov",2022,"Monday",FALSE
2019-12-28,100,110,195,"COLONEL FABIEN",71893,"NAVIGO",14,"Dec",2019,"Saturday",FALSE
2023-04-07,800,803,825,"ST MARTIN",59531,"NAVIGO",16,"Apr",2023,"Friday",FALSE
2022-05-27,100,110,849,"TEMPLE",71296,"FGT",55,"May",2022,"Friday",FALSE
2021-08-25,800,854,33,"AUBERGENVILLE-ELISABETHVILLE",65490,"IMAGINE R",165,"Aug",2021,"Wednesday",FALSE
2021-06-12,800,804,105,"BOUSSY-SAINT-ANTOINE",62596,"FGT",163,"Jun",2021,"Saturday",FALSE
2022-06-22,100,110,659,"POISSONNIERE",71363,"NON DEFINI",669,"Jun",2022,"Wednesday",FALSE
2020-12-19,100,110,687,"PORTE DE CHOISY",70604,"NON DEFINI",240,"Dec",2020,"Saturday",FALSE
2019-05-06,810,802,445,"LES BACONNETS",69622,"AMETHYSTE",117,"May",2019,"Monday",FALSE
2022-10-28,800,854,205,"CONFLANS STE HO",66095,"NON DEFINI",155,"Oct",2022,"Friday",FALSE
2020-04-04,100,110,583,"NATION",71673,"IMAGINE R",106,"Apr",2020,"Saturday",FALSE
2017-05-25,810,802,401,"LA HACQUINIERE",62825,"NAVIGO",146,"May",2017,"Thursday",TRUE
2023-01-14,810,802,22,"ARCUEIL-CACHAN",70263,"NAVIGO JOUR",23,"Jan",2023,"Saturday",FALSE
2020-05-07,100,110,499,"MAISONS-ALFORT-LES JUILLIOTTES",70358,"FGT",33,"May",2020,"Thursday",FALSE
2019-10-05,100,110,479,"LOURMEL",71086,"TST",122,"Oct",2019,"Saturday",FALSE
2017-04-17,100,110,499,"MAISONS-ALFORT-LES JUILLIOTTES",70358,"AUTRE TITRE",67,"Apr",2017,"Monday",FALSE
2021-07-27,100,110,692,"PORTE DE LA VILLETTE",72430,"NAVIGO JOUR",14,"Jul",2021,"Tuesday",FALSE
2022-02-27,800,853,266,"ERMONT-EAUBONNE",65669,"NAVIGO",131,"Feb",2022,"Sunday",FALSE
2018-06-01,800,803,518,"MAROLLES-EN-HUREPOIX",59948,"AMETHYSTE",6,"Jun",2018,"Friday",FALSE
2023-06-22,100,110,648,"PLACE CLICHY",71435,"NAVIGO",367,"Jun",2023,"Thursday",FALSE
2022-09-26,800,854,391,"CELLE ST CLOUD",64251,"TST",185,"Sep",2022,"Monday",FALSE
2022-10-05,800,850,397,"FERTE SS JOUARR",68918,"AMETHYSTE",24,"Oct",2022,"Wednesday",FALSE
2019-12-02,100,110,11,"ALEXANDRE DUMAS",71728,"AMETHYSTE",415,"Dec",2019,"Monday",FALSE
2019-05-24,100,110,236,"DENFERT-ROCHEREAU",71056,"NON DEFINI",5,"May",2019,"Friday",FALSE
2019-04-20,100,110,66,"BERCY",71607,"NAVIGO",203,"Apr",2019,"Saturday",TRUE
2017-07-12,100,110,700,"PORTE DE VANVES",71006,"FGT",419,"Jul",2017,"Wednesday",FALSE
2018-01-17,100,110,275,"EUROPE",73617,"AMETHYSTE",74,"Jan",2018,"Wednesday",FALSE
2023-03-08,810,802,905,"VILLEPINTE",73547,"FGT",149,"Mar",2023,"Wednesday",FALSE
2022-01-10,100,110,689,"PORTE DE CLICHY",71545,"NON DEFINI",402,"Jan",2022,"Monday",FALSE
2019-01-07,800,804,428,"LE BRAS-DE-FER",60422,"TST",508,"Jan",2019,"Monday",FALSE
2020-12-27,800,804,105,"BOUSSY-SAINT-ANTOINE",62596,"FGT",68,"Dec",2020,"Sunday",FALSE
2022-03-04,800,803,788,"SAVIGNY-SUR-ORGE",60987,"FGT",203,"Mar",2022,"Friday",FALSE
2019-02-23,100,110,669,"PONT DE NEUILLY (AVENUE DE MADRID)",71442,"NAVIGO",50,"Feb",2019,"Saturday",FALSE
2019-01-08,800,854,843,"SURESNES-MONT VALERIEN",70829,"IMAGINE R",525,"Jan",2019,"Tuesday",FALSE
2018-11-13,810,802,827,"SAINT-MICHEL NOTRE DAME",73620,"NAVIGO JOUR",5,"Nov",2018,"Tuesday",FALSE
2017-12-03,100,110,27,"ARTS ET METIERS",71293,"NAVIGO",27,"Dec",2017,"Sunday",FALSE
2018-10-25,100,110,497,"MAISON BLANCHE",70645,"NAVIGO JOUR",5,"Oct",2018,"Thursday",FALSE
2022-09-03,810,802,37,"AULNAY SS BOIS",72646,"NON DEFINI",73,"Sep",2022,"Saturday",FALSE
2018-10-22,100,110,754,"GRANDS BOULEVARDS (RUE MONTMARTRE)",71326,"NON DEFINI",12,"Oct",2018,"Monday",FALSE
2021-02-06,100,110,765,"SAINT-FRANCOIS-XAVIER",71204,"NAVIGO",10,"Feb",2021,"Saturday",FALSE
2021-12-05,100,110,761,"BASILIQUE DE SAINT-DENIS",72326,"FGT",701,"Dec",2021,"Sunday",FALSE
2022-09-03,810,801,594,"NOGENT-S-MARNE",71590,"AMETHYSTE",114,"Sep",2022,"Saturday",FALSE
2021-09-07,810,801,913,"VINCENNES",71651,"NAVIGO JOUR",36,"Sep",2021,"Tuesday",FALSE
2023-02-01,800,804,468,"LIEUSAINT-MOISS",62412,"FGT",309,"Feb",2023,"Wednesday",FALSE
2017-05-20,810,802,445,"LES BACONNETS",69622,"AUTRE TITRE",49,"May",2017,"Saturday",FALSE
2017-03-08,100,110,419,"LAMARCK-CAULAINCOURT",71492,"AMETHYSTE",147,"Mar",2017,"Wednesday",FALSE
2019-06-11,100,110,668,"PONT DE LEVALLOIS-BECON",72057,"AMETHYSTE",130,"Jun",2019,"Tuesday",FALSE
2020-09-04,800,804,556,"MONTGERON-CROSNE",63072,"NAVIGO",21,"Sep",2020,"Friday",FALSE
2019-04-04,100,110,752,"RUE DU BAC",71227,"TST",178,"Apr",2019,"Thursday",FALSE
2021-11-05,100,110,74,"BILLANCOURT",71034,"NAVIGO JOUR",5,"Nov",2021,"Friday",FALSE
2021-07-05,100,110,107,"BREGUET-SABIN",73621,"AMETHYSTE",82,"Jul",2021,"Monday",FALSE
2017-11-20,800,803,590,"PORTE MAILLOT",71379,"IMAGINE R",992,"Nov",2017,"Monday",FALSE
2021-05-11,100,110,606,"OPERA",71337,"AMETHYSTE",145,"May",2021,"Tuesday",FALSE
2022-02-13,800,854,884,"VERSAILLES RIVE DROITE",64021,"NON DEFINI",80,"Feb",2022,"Sunday",FALSE
2019-02-14,800,804,307,"GARE DE LYON",73626,"NAVIGO JOUR",15,"Feb",2019,"Thursday",FALSE
2021-09-02,810,802,905,"VILLEPINTE",73547,"IMAGINE R",343,"Sep",2021,"Thursday",FALSE
2021-11-24,800,850,475,"LONGUEVILLE",61858,"IMAGINE R",91,"Nov",2021,"Wednesday",FALSE
2019-11-14,800,854,175,"CHAVILLE RIVE DROITE",69503,"IMAGINE R",929,"Nov",2019,"Thursday",FALSE
2017-07-30,800,805,599,"NOISY-LE-SEC",72041,"TST",817,"Jul",2017,"Sunday",FALSE
2021-09-13,800,805,593,"NOGENT-LE-PERREUX",71609,"NAVIGO JOUR",11,"Sep",2021,"Monday",FALSE
2021-06-17,800,854,394,"LA DEFENSE-GRANDE ARCHE",71517,"NON DEFINI",477,"Jun",2021,"Thursday",FALSE
2020-01-17,800,850,281,"FAREMOUTIERS-POMMEUSE",67917,"FGT",5,"Jan",2020,"Friday",FALSE
2022-09-08,100,110,687,"PTE DE CHOISY ",70604,"AUTRE TITRE",572,"Sep",2022,"Thursday",FALSE
2017-09-27,100,110,420,"LA MOTTE-PICQUET-GRENELLE",71199,"NAVIGO",163,"Sep",2017,"Wednesday",FALSE
2023-04-04,100,110,879,"VAVIN",71117,"NAVIGO JOUR",19,"Apr",2023,"Tuesday",FALSE
2018-06-05,100,110,317,"GARE DE LYON",73626,"AUTRE TITRE",8,"Jun",2018,"Tuesday",FALSE
2022-12-07,100,110,248,"EC.MILITAIRE  ",71224,"AMETHYSTE",185,"Dec",2022,"Wednesday",FALSE
2022-02-20,100,110,668,"PONT DE LEVALLOIS-BECON",72057,"FGT",53,"Feb",2022,"Sunday",FALSE
2020-02-18,810,801,597,"NOISY-CHAMPS",73163,"FGT",574,"Feb",2020,"Tuesday",FALSE
2020-06-17,100,110,426,"LAUMIERE",71957,"TST",484,"Jun",2020,"Wednesday",FALSE
2020-09-18,800,853,238,"DEUIL-MONTMAGNY",65562,"NON DEFINI",42,"Sep",2020,"Friday",FALSE
2022-01-20,810,802,242,"DRANCY",72652,"IMAGINE R",1177,"Jan",2022,"Thursday",FALSE
2019-10-25,100,110,122,"CADET",71351,"NON DEFINI",170,"Oct",2019,"Friday",FALSE
2018-07-31,800,803,811,"SAINT-CHERON",59882,"FGT",15,"Jul",2018,"Tuesday",FALSE
2020-05-18,100,110,759,"SAINT-AUGUSTIN",73690,"TST",68,"May",2020,"Monday",FALSE
2023-04-18,100,110,107,"BREGUET-SABIN",73621,"TST",415,"Apr",2023,"Tuesday",FALSE
2022-08-12,810,801,128,"CERGY LE HAUT",66834,"NON DEFINI",57,"Aug",2022,"Friday",FALSE
2019-03-13,810,801,70,"VAL-D'EUROPE",68266,"NAVIGO",264,"Mar",2019,"Wednesday",FALSE
2021-06-05,800,853,568,"MONTSOULT-MAFFLIERS",67000,"AMETHYSTE",11,"Jun",2021,"Saturday",FALSE
2021-06-06,100,110,1073,"FR. POPULAIRE ",74041,"AUTRE TITRE",89,"Jun",2021,"Sunday",FALSE
2017-01-01,800,854,394,"LA DEFENSE-GRANDE ARCHE",71517,"FGT",178,"Jan",2017,"Sunday",TRUE
2018-06-17,100,110,123,"CAMBRONNE",71167,"FGT",83,"Jun",2018,"Sunday",FALSE
2019-09-21,800,853,833,"SAINT-OUEN-L'AUMONE",66803,"FGT",133,"Sep",2019,"Saturday",FALSE
2022-12-24,810,802,429,"LE GUICHET    ",63025,"TST",63,"Dec",2022,"Saturday",FALSE
2020-09-08,800,804,819,"SAINT-FARGEAU",62172,"NAVIGO",43,"Sep",2020,"Tuesday",FALSE
2022-03-01,100,110,717,"QUAI DE LA GARE",71597,"IMAGINE R",1008,"Mar",2022,"Tuesday",FALSE
2023-05-30,800,850,146,"CHANGIS ST JEAN",68980,"NAVIGO",5,"May",2023,"Tuesday",FALSE
2018-04-08,100,110,476,"LOUIS BLANC",71407,"FGT",167,"Apr",2018,"Sunday",FALSE
2023-03-06,800,854,665,"PONT-CARDINET",71475,"NAVIGO",137,"Mar",2023,"Monday",FALSE
2019-02-22,100,110,641,"PICPUS",71639,"TST",116,"Feb",2019,"Friday",FALSE
2022-02-19,810,801,119,"BUSSY-SAINT-GEORGES",68105,"NAVIGO JOUR",29,"Feb",2022,"Saturday",FALSE
2018-12-15,100,110,631,"PEREIRE-LEVALLOIS",71453,"TST",196,"Dec",2018,"Saturday",FALSE
2018-06-16,800,803,137,"CHAMARANDE",59734,"IMAGINE R",19,"Jun",2018,"Saturday",FALSE
2023-05-31,100,110,383,"JUSSIEU",71148,"FGT",192,"May",2023,"Wednesday",FALSE
2020-06-16,810,802,616,"PALAISEAU",63175,"FGT",36,"Jun",2020,"Tuesday",FALSE
2018-12-17,800,854,86,"BOISSY-L'AILLERIE",67056,"TST",7,"Dec",2018,"Monday",FALSE
2023-02-10,100,110,44,"AVRON",71686,"AUTRE TITRE",502,"Feb",2023,"Friday",FALSE
2019-05-14,100,110,850,"TERNES",71367,"AMETHYSTE",293,"May",2019,"Tuesday",FALSE
2021-06-11,100,110,766,"SAINT-GEORGES",71366,"NAVIGO",17,"Jun",2021,"Friday",FALSE
2021-09-27,800,854,783,"SANTEUIL-LE-PERCHAY",67196,"AMETHYSTE",5,"Sep",2021,"Monday",FALSE
2017-03-15,800,853,875,"VAUCELLES",66520,"NAVIGO",375,"Mar",2017,"Wednesday",FALSE
2021-11-30,800,803,274,"ETRECHY",59678,"FGT",20,"Nov",2021,"Tuesday",FALSE
2021-05-19,100,110,113,"BROCHANT",73661,"AUTRE TITRE",225,"May",2021,"Wednesday",FALSE
2018-12-07,810,801,589,"NEUILLY-PLAISANCE",73190,"FGT",744,"Dec",2018,"Friday",FALSE
2018-08-13,100,110,542,"MICHEL-ANGE-AUTEUIL",71206,"AMETHYSTE",83,"Aug",2018,"Monday",FALSE
2022-10-23,100,110,362,"INVALIDES     ",71274,"NAVIGO",38,"Oct",2022,"Sunday",FALSE
2022-05-10,800,851,554,"MONTEREAU",61414,"FGT",201,"May",2022,"Tuesday",FALSE
2022-01-15,100,110,11,"ALEXANDRE DUMAS",71728,"TST",358,"Jan",2022,"Saturday",FALSE
2021-01-15,810,801,306,"GARE DE LYON",73626,"AUTRE TITRE",1002,"Jan",2021,"Friday",FALSE
2023-04-29,800,804,643,"PIERREFITTE STA",72787,"AUTRE TITRE",5,"Apr",2023,"Saturday",FALSE
2017-09-19,800,854,517,"MARLY-LE-ROI",64405,"AUTRE TITRE",5,"Sep",2017,"Tuesday",FALSE
2021-06-02,100,110,602,"OBERKAMPF",71803,"NAVIGO JOUR",11,"Jun",2021,"Wednesday",FALSE
2019-02-25,100,110,513,"MARCEL SEMBAT",71054,"NAVIGO",60,"Feb",2019,"Monday",FALSE
2019-07-08,810,801,785,"SARTROUVILLE",64918,"TST",738,"Jul",2019,"Monday",FALSE
2020-07-29,100,110,125,"CARDINAL-LEMOINE",71153,"TST",42,"Jul",2020,"Wednesday",FALSE
2020-10-19,810,801,582,"NATION",71673,"NAVIGO",223,"Oct",2020,"Monday",FALSE
2017-08-19,800,803,26,"ARPAJON",60072,"TST",73,"Aug",2017,"Saturday",FALSE
2021-05-12,100,110,703,"PORTE D'ITALIE",70596,"NAVIGO",59,"May",2021,"Wednesday",FALSE
2022-10-28,100,110,628,"PASTEUR       ",71125,"NAVIGO JOUR",14,"Oct",2022,"Friday",FALSE
2017-10-16,800,805,434,"LE RAINCY-VILLEMOMBLE-MONTFERMEIL",73297,"FGT",661,"Oct",2017,"Monday",FALSE
2017-10-09,800,803,524,"MASSY-VERRIERES",63320,"AMETHYSTE",5,"Oct",2017,"Monday",FALSE
2022-08-17,800,851,824,"ST MAMMES",61423,"NAVIGO JOUR",5,"Aug",2022,"Wednesday",FALSE
2019-07-30,100,110,144,"CHAMPS-ELYSEES-CLEMENCEAU",71305,"IMAGINE R",841,"Jul",2019,"Tuesday",FALSE
2021-07-14,800,854,262,"EPONE-MEZIERES",65326,"AMETHYSTE",5,"Jul",2021,"Wednesday",TRUE
2017-03-01,800,803,670,"PONT DE RUNGIS",69677,"AUTRE TITRE",5,"Mar",2017,"Wednesday",FALSE
2020-10-03,800,803,376,"JAVEL",71150,"NAVIGO",5,"Oct",2020,"Saturday",FALSE
2022-03-17,800,803,454,"LES SAULES",69662,"IMAGINE R",272,"Mar",2022,"Thursday",FALSE
2022-11-07,800,850,267,"ESBLY",68653,"FGT",26,"Nov",2022,"Monday",FALSE
2020-07-14,100,110,739,"RIQUET",71977,"IMAGINE R",321,"Jul",2020,"Tuesday",TRUE
2018-06-06,100,110,107,"BREGUET-SABIN",73621,"TST",206,"Jun",2018,"Wednesday",FALSE
2021-11-12,100,110,725,"REAUMUR-SEBASTOPOL",73636,"NON DEFINI",818,"Nov",2021,"Friday",FALSE
2022-12-04,800,803,540,"MEUDON VAL FLEU",70412,"IMAGINE R",187,"Dec",2022,"Sunday",FALSE
2017-04-18,100,110,641,"PICPUS",71639,"TST",114,"Apr",2017,"Tuesday",FALSE
2022-05-19,800,804,503,"MAISSE",59470,"TST",6,"May",2022,"Thursday",FALSE
2018-05-04,100,110,476,"LOUIS BLANC",71407,"NAVIGO",37,"May",2018,"Friday",FALSE
2017-07-04,800,850,567,"MONTRY-CONDE",68582,"NAVIGO",38,"Jul",2017,"Tuesday",FALSE
2023-01-25,800,803,38,"AUSTERLITZ",71135,"FGT",464,"Jan",2023,"Wednesday",FALSE
2018-06-12,810,802,905,"VILLEPINTE",73547,"FGT",218,"Jun",2018,"Tuesday",FALSE
2018-06-12,800,803,274,"ETRECHY",59678,"IMAGINE R",97,"Jun",2018,"Tuesday",FALSE
2018-02-10,810,802,34,"LA COURNEUVE-AUBERVILLIERS",72598,"NAVIGO JOUR",5,"Feb",2018,"Saturday",FALSE
2019-12-24,800,852,872,"VANVES-MALAKOFF",70584,"AMETHYSTE",8,"Dec",2019,"Tuesday",FALSE
2020-09-26,100,110,752,"RUE DU BAC",71227,"NAVIGO",7,"Sep",2020,"Saturday",FALSE
2017-03-20,800,853,264,"ERMONT-HALTE",65910,"AUTRE TITRE",5,"Mar",2017,"Monday",FALSE
2022-01-16,100,110,1226,"PONT CARDINET ",71475,"IMAGINE R",1207,"Jan",2022,"Sunday",FALSE
2021-01-09,100,110,705,"PORTE DOREE",71591,"TST",219,"Jan",2021,"Saturday",FALSE
2022-08-06,100,110,552,"MONCEAU       ",73671,"NAVIGO",33,"Aug",2022,"Saturday",FALSE
2023-01-14,100,110,149,"CHARDON-LAGACH",71141,"AMETHYSTE",21,"Jan",2023,"Saturday",FALSE
2019-05-06,800,854,455,"LES VALLEES",72177,"TST",124,"May",2019,"Monday",FALSE
2019-06-24,100,110,278,"EXELMANS",71124,"TST",291,"Jun",2019,"Monday",FALSE
2017-01-19,100,110,16,"ANATOLE FRANCE",71519,"AMETHYSTE",117,"Jan",2017,"Thursday",FALSE
2020-07-03,100,110,441,"LEDRU-ROLLIN",71693,"AUTRE TITRE",226,"Jul",2020,"Friday",FALSE
2017-05-04,100,110,159,"CHATEAU D'EAU",71333,"FGT",675,"May",2017,"Thursday",FALSE
2019-07-19,100,110,548,"MIROMESNIL",71346,"NAVIGO",126,"Jul",2019,"Friday",FALSE
2020-10-27,800,804,806,"STADE DE FRANCE-SAINT-DENIS",72206,"IMAGINE R",509,"Oct",2020,"Tuesday",FALSE
2020-10-11,800,854,86,"BOISSY-L'AILLERIE",67056,"TST",5,"Oct",2020,"Sunday",FALSE
2019-08-24,800,803,31,"ATHIS-MONS",63134,"IMAGINE R",95,"Aug",2019,"Saturday",FALSE
2021-04-23,810,801,70,"VAL-D'EUROPE",68266,"NON DEFINI",254,"Apr",2021,"Friday",FALSE
2023-06-11,800,853,847,"TAVERNY",66557,"IMAGINE R",117,"Jun",2023,"Sunday",FALSE
2022-04-20,800,804,81,"BOIGNEVILLE",59420,"NAVIGO JOUR",5,"Apr",2022,"Wednesday",FALSE
2018-01-01,800,854,883,"VERNOUILLET-VERNEUIL",65691,"AMETHYSTE",23,"Jan",2018,"Monday",TRUE
2020-01-30,100,110,759,"SAINT-AUGUSTIN",73690,"AUTRE TITRE",302,"Jan",2020,"Thursday",FALSE
2022-07-16,800,853,784,"SARCELLES",66079,"NAVIGO",319,"Jul",2022,"Saturday",FALSE
2019-07-17,100,110,697,"PORTE DES LILAS",71889,"NON DEFINI",8,"Jul",2019,"Wednesday",FALSE
2023-06-07,800,853,39,"AUVERS SUR OISE",67027,"IMAGINE R",32,"Jun",2023,"Wednesday",FALSE
2018-03-10,800,803,184,"CHILLY-MAZARIN",62939,"FGT",20,"Mar",2018,"Saturday",FALSE
2022-10-15,800,803,590,"PORTE MAILLOT",71379,"FGT",86,"Oct",2022,"Saturday",FALSE
2021-08-09,100,110,729,"REPUBLIQUE",71311,"FGT",859,"Aug",2021,"Monday",FALSE
2022-12-22,100,110,682,"PORTE DAUPHINE",73795,"NAVIGO JOUR",6,"Dec",2022,"Thursday",FALSE
2023-03-14,800,851,554,"MONTEREAU",61414,"NAVIGO",40,"Mar",2023,"Tuesday",FALSE
2020-02-07,800,854,883,"VERNOUILLET-VERNEUIL",65691,"TST",115,"Feb",2020,"Friday",FALSE
2018-08-02,800,804,498,"MAISONS-ALFORT-ALFORTVILLE",73625,"AMETHYSTE",194,"Aug",2018,"Thursday",FALSE
2018-08-18,100,110,212,"CORVISART",71013,"NAVIGO JOUR",5,"Aug",2018,"Saturday",FALSE
2019-07-16,100,110,500,"MAISONS-ALFORT-STADE",70426,"NAVIGO",25,"Jul",2019,"Tuesday",FALSE
2019-05-13,800,850,281,"FAREMOUTIERS-POMMEUSE",67917,"NAVIGO",5,"May",2019,"Monday",FALSE
2018-12-28,100,110,808,"STALINGRAD",71961,"AUTRE TITRE",5,"Dec",2018,"Friday",FALSE
2020-12-11,100,110,849,"TEMPLE",71296,"NON DEFINI",80,"Dec",2020,"Friday",FALSE
2018-09-28,800,804,334,"GRAND-BOURG",73627,"TST",10,"Sep",2018,"Friday",FALSE
2020-10-16,800,853,115,"BRUYERES-SUR-OISE",67325,"NAVIGO",5,"Oct",2020,"Friday",FALSE
2021-11-28,800,853,568,"MONTSOULT-MAFFLIERS",67000,"NON DEFINI",11,"Nov",2021,"Sunday",FALSE
2023-06-30,100,110,150,"CHARENTON-ECO.",70648,"NAVIGO JOUR",20,"Jun",2023,"Friday",FALSE
2020-10-04,810,802,242,"DRANCY",72652,"IMAGINE R",278,"Oct",2020,"Sunday",FALSE
2021-05-08,800,850,576,"NANGIS",62168,"AMETHYSTE",6,"May",2021,"Saturday",TRUE
2018-02-04,810,802,795,"SEVRAN-BEAUDOTTES",73491,"FGT",481,"Feb",2018,"Sunday",FALSE
2019-01-08,800,803,108,"BRETIGNY",60247,"NAVIGO JOUR",5,"Jan",2019,"Tuesday",FALSE
2018-06-24,810,801,163,"CHATELET-LES HALLES",73794,"NAVIGO JOUR",53,"Jun",2018,"Sunday",FALSE
2021-07-15,100,110,412,"LA COURNEUVE 8 MAI 1945",73696,"NAVIGO",59,"Jul",2021,"Thursday",FALSE
2022-06-19,800,851,882,"VERNOU-SUR-SEINE",61450,"TST",5,"Jun",2022,"Sunday",FALSE
2019-09-26,100,110,674,"PONT-NEUF (LA MONNAIE)",71253,"AUTRE TITRE",90,"Sep",2019,"Thursday",FALSE
2018-04-27,100,110,244,"DUGOMMIER",71606,"TST",254,"Apr",2018,"Friday",FALSE
2022-09-14,100,110,195,"COLONEL FABIEN",71893,"AMETHYSTE",602,"Sep",2022,"Wednesday",FALSE
2017-03-23,100,110,687,"PORTE DE CHOISY",70604,"AUTRE TITRE",89,"Mar",2017,"Thursday",FALSE
2020-03-30,100,110,774,"SAINT-MAUR",71795,"NON DEFINI",8,"Mar",2020,"Monday",FALSE
2020-03-06,100,110,500,"MAISONS-ALFORT-STADE",70426,"FGT",103,"Mar",2020,"Friday",FALSE
2018-03-28,800,804,1159,"CRETEIL POMP",69950,"TST",900,"Mar",2018,"Wednesday",FALSE
2019-06-10,100,110,650,"PLACE DES FETES",71885,"AMETHYSTE",330,"Jun",2019,"Monday",TRUE
2019-08-15,100,110,919,"VOLONTAIRES",71113,"NON DEFINI",5,"Aug",2019,"Thursday",TRUE
2018-04-08,100,110,631,"PEREIRE-LEVALLOIS",71453,"TST",99,"Apr",2018,"Sunday",FALSE
2017-10-17,100,110,650,"PLACE DES FETES",71885,"NAVIGO",40,"Oct",2017,"Tuesday",FALSE
2020-04-23,100,110,737,"RICHELIEU-DROUOT",71330,"TST",23,"Apr",2020,"Thursday",FALSE
2021-12-11,100,110,689,"PTE DE CLICHY ",71545,"TST",849,"Dec",2021,"Saturday",FALSE
2021-08-12,100,110,329,"GEORGE V",71328,"AMETHYSTE",105,"Aug",2021,"Thursday",FALSE
2019-05-11,100,110,228,"CROIX DE CHAVAUX (JACQUES DUCLOS)",71756,"FGT",578,"May",2019,"Saturday",FALSE
2020-06-13,810,801,785,"SARTROUVILLE",64918,"AMETHYSTE",98,"Jun",2020,"Saturday",FALSE
2019-11-09,800,803,254,"EGLY",60052,"AMETHYSTE",7,"Nov",2019,"Saturday",FALSE
2022-01-25,800,854,391,"LA CELLE-SAINT-CLOUD",64251,"NAVIGO",5,"Jan",2022,"Tuesday",FALSE
2021-12-06,100,110,297,"GABRIEL PERI-ASNIERES-GENNEVILLIERS",72203,"AUTRE TITRE",757,"Dec",2021,"Monday",FALSE
2017-01-15,800,853,339,"GROS-NOYER-SAINT-PRIX",66063,"NAVIGO",209,"Jan",2017,"Sunday",FALSE
2020-08-14,810,802,796,"SEVRAN-LIVRY",73439,"NAVIGO",32,"Aug",2020,"Friday",FALSE
2019-05-01,800,854,262,"EPONE-MEZIERES",65326,"FGT",8,"May",2019,"Wednesday",TRUE
2019-01-08,800,803,818,"SAINTE-GENEVIEVE-DES-BOIS",60785,"NAVIGO",90,"Jan",2019,"Tuesday",FALSE
2018-12-07,100,110,493,"MAIRIE DE SAINT-OUEN",72168,"FGT",759,"Dec",2018,"Friday",FALSE
2020-07-31,100,110,752,"RUE DU BAC",71227,"AMETHYSTE",44,"Jul",2020,"Friday",FALSE
2017-02-09,100,110,798,"SEVRES-BABYLONE",71203,"AMETHYSTE",355,"Feb",2017,"Thursday",FALSE
